src,dest,dist
CRL,LPA,3011052
CRL,MAD,1271079
CRL,MAN,563688
CRL,MRS,782577
CRL,OPO,1441238
CRL,OTP,1749060
CRL,PFO,2860911
CRL,PMI,1219598
CRL,PSA,877306
CRL,SAW,2193791
CRL,SKG,1812388
CRL,SOF,1682851
CRL,TFS,3056881
CRL,TGD,1446448
CRL,TRN,631576
CRL,TSF,786074
CRL,VNO,1481112
CRL,WAW,1164298
CRL,WMI,1144928
CRP,DFW,570045
CRP,HOU,300544
CRP,IAH,323412
CRP,LBB,773240
CRW,ATL,584316
CRW,DTW,451795
CSX,BKK,2061489
CSX,CAN,531473
CSX,CJU,1398479
CSX,CKG,663164
CSX,CTU,937992
CSX,DLC,1421546
CSX,DMK,2050246
CSX,FOC,686082
CSX,HAK,956285
CSX,HGH,736880
CSX,HKG,655150
CSX,HRB,2249824
CSX,ICN,1607597
CSX,KHH,948972
CSX,KMG,1079719
CSX,KWE,660765
CSX,NAY,1318633
CSX,NGB,823074
CSX,NKG,671867
CSX,NNG,799914
CSX,PEK,1354733
CSX,PUS,1676908
CSX,PVG,892932
CSX,SHA,853034
CSX,SHE,1759418
CSX,SIN,3128296
CSX,SYX,1161928
CSX,SZX,617681
CSX,TNA,1031672
CSX,TPE,868907
CSX,TSN,1271434
CSX,TYN,1061433
CSX,URC,2881700
CSX,WNZ,750849
CSX,XIY,813567
CSX,XMN,634731
CTA,AMS,1834976
CTA,ARN,2475391
CTA,BCN,1195608
CTA,BGY,1014733
CTA,BLQ,846642
CTA,BRI,433055
CTA,BRU,1711936
CTA,BSL,1282224
CTA,BUD,1159413
CTA,CDG,1632227
CTA,CGN,1615844
CTA,CPH,2025847
CTA,DUB,2416632
CTA,DUS,1669756
CTA,EIN,1731227
CTA,FCO,538773
CTA,FRA,1489663
CTA,GOA,932219
CTA,GVA,1224026
CTA,HAJ,1718350
CTA,HAM,1838520
CTA,LGW,1939455
CTA,LIN,1008868
CTA,LTN,2006436
CTA,MAD,1645849
CTA,MAN,2214663
CTA,MLA,186184
CTA,MRS,1065141
CTA,MUC,1238441
CTA,MXP,1048839
CTA,NAP,385462
CTA,ORY,1618658
CTA,OTP,1216343
CTA,PSA,795428
CTA,STR,1333559
CTA,SVO,2649457
CTA,TRN,1058800
CTA,TSF,939566
CTA,TXL,1683019
CTA,VCE,920961
CTA,VIE,1188689
CTA,VRN,946960
CTA,ZRH,1232073
CTS,BKK,5072461
CTS,FSZ,936408
CTS,FUK,1415385
CTS,GUM,3260262
CTS,HKG,3428978
CTS,HND,818661
CTS,HNL,6035882
CTS,ICN,1423737
CTS,ITM,1039459
CTS,KIX,1082812
CTS,NGO,975528
CTS,NRT,786399
CTS,OKA,2239744
CTS,PEK,2111917
CTS,PUS,1387505
CTS,PVG,2182329
CTS,TPE,2711611
CTU,AMS,7959343
CTU,AUH,4880250
CTU,BKK,1899769
CTU,BOM,3375133
CTU,CAN,1222066
CTU,CGO,1026278
CTU,CKG,276554
CTU,CSX,937992
CTU,DAD,1666984
CTU,DOH,5140027
CTU,FOC,1623984
CTU,FRA,7829444
CTU,HAK,1348498
CTU,HAN,1053234
CTU,HGH,1583346
CTU,HKG,1350715
CTU,HRB,2556218
CTU,ICN,2207765
CTU,KHH,1856070
CTU,KMG,615112
CTU,KUL,3089649
CTU,KWE,527639
CTU,KWL,843833
CTU,LHR,8320253
CTU,MEL,8671065
CTU,MFM,1339951
CTU,NAY,1522624
CTU,NGB,1686876
CTU,NKG,1426771
CTU,NNG,977975
CTU,NRT,3427050
CTU,PEK,1556350
CTU,PVG,1707288
CTU,SHA,1662367
CTU,SHE,2136598
CTU,SIN,3234952
CTU,SYX,1467664
CTU,SZX,1317474
CTU,TNA,1411383
CTU,TPE,1806320
CTU,TSN,1546380
CTU,TYN,1127225
CTU,URC,2071855
CTU,WNZ,1667970
CTU,WUH,983134
CTU,XIY,622649
CTU,XMN,1550177
CUF,CAG,600018
CUF,CMN,1805194
CUF,OTP,1464983
CUN,AMS,8293337
CUN,ATL,1416971
CUN,AUS,1483103
CUN,BOG,2271563
CUN,BOS,2792227
CUN,BWI,2234894
CUN,BZE,415332
CUN,CDG,8231466
CUN,CLE,2308283
CUN,CLT,1674908
CUN,CVG,2007952
CUN,DEN,2686529
CUN,DFW,1654622
CUN,DTW,2371211
CUN,DUS,8456689
CUN,EWR,2488935
CUN,EZE,6870161
CUN,FCO,9199331
CUN,FLL,884245
CUN,FRA,8618048
CUN,GDL,1711337
CUN,HAV,509446
CUN,HMO,2590789
CUN,IAD,2180278
CUN,IAH,1305347
CUN,IND,2071766
CUN,JFK,2502059
CUN,LAX,3409703
CUN,LGW,7988462
CUN,LIM,3809405
CUN,MAD,7973482
CUN,MAN,7805411
CUN,MCI,2158273
CUN,MCO,993563
CUN,MDW,2302219
CUN,MEX,1286167
CUN,MIA,854526
CUN,MKE,2431595
CUN,MSP,2708263
CUN,MTY,1449653
CUN,MXP,8785426
CUN,ORD,2324144
CUN,PHL,2363328
CUN,PHX,2832034
CUN,PIT,2247005
CUN,PTY,1548934
CUN,RDU,1823850
CUN,SAT,1498083
CUN,SCL,6261244
CUN,SFO,3874237
CUN,SLC,3226317
CUN,STL,1991805
CUN,TIJ,3237818
CUN,VKO,10023113
CUN,YEG,4242985
CUN,YHZ,3404414
CUN,YQB,3182137
CUN,YUL,2964567
CUN,YVR,4475778
CUN,YYC,4088511
CUN,YYZ,2599211
CUZ,LIM,586353
CVG,ATL,600942
CVG,BDL,1064408
CVG,BNA,369934
CVG,BOS,1210263
CVG,BWI,691792
CVG,CDG,6687174
CVG,CLT,539018
CVG,CUN,2007952
CVG,DCA,661595
CVG,DEN,1720587
CVG,DFW,1306158
CVG,DTW,368473
CVG,EWR,916000
CVG,FLL,1499636
CVG,IAD,624722
CVG,IAH,1402102
CVG,JAX,987285
CVG,JFK,947890
CVG,LAS,2700589
CVG,LAX,3057506
CVG,LGA,942095
CVG,MCI,868125
CVG,MCO,1218051
CVG,MEM,648404
CVG,MIA,1526008
CVG,MKE,511009
CVG,MSN,600077
CVG,MSP,959523
CVG,MSY,1127455
CVG,ORD,425494
CVG,PHL,816025
CVG,PIT,412299
CVG,PUJ,2762412
CVG,RDU,627877
CVG,RIC,665188
CVG,RSW,1414009
CVG,SFB,1182369
CVG,SFO,3276977
CVG,SLC,2333404
CVG,STL,495703
CVG,TPA,1243990
CVG,YYZ,664454
CWB,BSB,1077369
CWB,CGH,330935
CWB,CNF,844660
CWB,EZE,1367530
CWB,FLN,245288
CWB,GIG,673082
CWB,GRU,358872
CWB,MVD,1224315
CWB,SSA,1801801
CWL,AGP,1638353
CWL,ALC,1473653
CWL,AMS,567436
CWL,BCN,1196879
CWL,BHD,396601
CWL,DLM,3011553
CWL,DUB,300651
CWL,DUS,704002
CWL,EDI,506780
CWL,GLA,503252
CWL,HER,2888863
CWL,LCA,3469561
CWL,MLA,2234699
CWL,NCL,419906
CWL,ORY,504776
CWL,PMI,1398512
CWL,TFS,2819888
DAD,CAN,973166
DAD,CTU,1666984
DAD,HAN,626143
DAD,HGH,2006265
DAD,HKG,917542
DAD,ICN,2976289
DAD,KMG,1143099
DAD,MFM,882283
DAD,PVG,2169423
DAD,REP,554894
DAD,SGN,601846
DAD,SIN,1689430
DAD,WNZ,1850606
DAD,XMN,1399296
DAL,ABQ,933784
DAL,AMA,519705
DAL,ATL,1160460
DAL,AUS,304204
DAL,BHM,944492
DAL,HOU,385293
DAL,IAH,348374
DAL,ICT,535464
DAL,LBB,471949
DAL,LIT,476646
DAL,MCI,741139
DAL,MSY,702068
DAL,OKC,290739
DAL,SAT,398405
DAL,SEA,2687281
DAL,SFO,2374940
DAL,SLC,1608250
DAL,STL,878163
DAL,TUL,382144
DAY,ATL,695577
DAY,BWI,653931
DAY,CLE,261228
DAY,CLT,595344
DAY,DCA,629513
DAY,DEN,1745773
DAY,DFW,1385765
DAY,DTW,266661
DAY,EWR,858546
DAY,IAD,591874
DAY,LGA,883983
DAY,MCO,1300425
DAY,MSP,923958
DAY,ORD,386562
DAY,PHL,767636
DAY,TPA,1332040
DBQ,ORD,236391
DCA,AGS,752588
DCA,ATL,880443
DCA,AUS,2117017
DCA,BDL,504012
DCA,BGR,949126
DCA,BHM,1051559
DCA,BNA,904186
DCA,BOS,642183
DCA,BUF,475919
DCA,CAE,656590
DCA,CHA,841246
DCA,CHS,713951
DCA,CLE,498854
DCA,CLT,532566
DCA,CMH,519776
DCA,CRW,400273
DCA,CVG,661595
DCA,DAY,629513
DCA,DEN,2375022
DCA,DFW,1918284
DCA,DSM,1444251
DCA,DTW,652071
DCA,EWR,319616
DCA,FLL,1446875
DCA,GSO,398987
DCA,GSP,637097
DCA,HOU,1960660
DCA,HSV,986649
DCA,IAH,1943602
DCA,IND,804038
DCA,JAN,1384669
DCA,JAX,1020056
DCA,JFK,342613
DCA,LAS,3361375
DCA,LAX,3719085
DCA,LEX,666678
DCA,LGA,345115
DCA,LIT,1428511
DCA,MCI,1527977
DCA,MCO,1221659
DCA,MEM,1226246
DCA,MHT,654087
DCA,MIA,1479893
DCA,MKE,1020688
DCA,MSN,1137705
DCA,MSP,1497633
DCA,MSY,1559931
DCA,NAS,1532241
DCA,ORD,984627
DCA,ORF,229394
DCA,PBI,1379382
DCA,PDX,3782610
DCA,PHL,191809
DCA,PHX,3184485
DCA,PIT,329040
DCA,PWM,775082
DCA,RDU,364682
DCA,ROC,476840
DCA,RSW,1435099
DCA,SAN,3662522
DCA,SAV,836061
DCA,SDF,762065
DCA,SEA,3747304
DCA,SFO,3930357
DCA,SJU,2501725
DCA,SLC,2979423
DCA,SRQ,1370221
DCA,STL,1157195
DCA,SYR,479430
DCA,TLH,1152122
DCA,TPA,1309470
DCA,TYS,702540
DCA,VPS,1270553
DCA,YHZ,1305162
DCA,YOW,727532
DCA,YUL,783836
DCA,YYZ,578163
DEL,ADD,4553035
DEL,ALA,1640623
DEL,AMM,3953026
DEL,AMS,6375078
DEL,ATQ,413201
DEL,AUH,2280960
DEL,BAH,2624451
DEL,BHX,6811771
DEL,BKK,2947695
DEL,BLR,1702766
DEL,BOM,1134665
DEL,BRU,6411225
DEL,CAN,3655632
DEL,CCU,1313182
DEL,CDG,6577971
DEL,CMB,2385174
DEL,COK,2039871
DEL,DMM,2701801
DEL,DOH,2553541
DEL,DXB,2187214
DEL,EWR,11786062
DEL,FCO,5943547
DEL,FRA,6133828
DEL,GOI,1498437
DEL,HEL,5229083
DEL,HKG,3752209
DEL,HYD,1262638
DEL,ICN,4661312
DEL,IKA,2558589
DEL,IST,4566688
DEL,JED,3885583
DEL,JFK,11776799
DEL,KUL,3869364
DEL,KWI,2835253
DEL,LHR,6744117
DEL,MAA,1753663
DEL,MCT,1959211
DEL,MEL,10175026
DEL,MUC,5910216
DEL,NBO,5411085
DEL,NRT,5920511
DEL,ORD,12043874
DEL,PEK,3815291
DEL,PVG,4299748
DEL,RUH,3042252
DEL,SHJ,2170219
DEL,SIN,4151684
DEL,SVO,4366946
DEL,SYD,10422248
DEL,TAS,1577330
DEL,TPE,4379719
DEL,VIE,5555767
DEL,ZRH,6159431
DEN,ABQ,561827
DEN,AMA,578030
DEN,ANC,3870988
DEN,ATL,1930018
DEN,AUS,1247440
DEN,BDL,2689691
DEN,BHM,1742840
DEN,BIL,732179
DEN,BMI,1342181
DEN,BNA,1631035
DEN,BOI,1044309
DEN,BOS,2822867
DEN,BWI,2399472
DEN,CID,1114360
DEN,CLE,1932769
DEN,CLT,2152759
DEN,CMH,1857279
DEN,COS,117252
DEN,CPR,369984
DEN,CUN,2686529
DEN,CVG,1720587
DEN,DAY,1745773
DEN,DCA,2375022
DEN,DFW,1031943
DEN,DSM,948184
DEN,DTW,1806779
DEN,EWR,2582895
DEN,FLL,2740780
DEN,FRA,8109413
DEN,GEG,1344631
DEN,GSO,2205552
DEN,HNL,5414687
DEN,HOU,1420917
DEN,HSV,1686801
DEN,IAD,2337442
DEN,IAH,1386654
DEN,ICT,675259
DEN,IND,1571528
DEN,JAX,2328016
DEN,JFK,2616352
DEN,KEF,5741671
DEN,LAS,1011047
DEN,LAX,1387024
DEN,LBB,733269
DEN,LGA,2606361
DEN,LHR,7516661
DEN,LIT,1240470
DEN,MCI,857479
DEN,MCO,2488775
DEN,MDW,1440890
DEN,MEM,1403860
DEN,MEX,2326906
DEN,MIA,2750276
DEN,MKE,1441381
DEN,MLI,1209490
DEN,MSN,1329013
DEN,MSP,1094194
DEN,MSY,1708700
DEN,NRT,9314085
DEN,OAK,1540396
DEN,OKC,796874
DEN,ONT,1317442
DEN,ORD,1429525
DEN,ORF,2498839
DEN,PDX,1595493
DEN,PHF,2466601
DEN,PHL,2506641
DEN,PHX,968501
DEN,PIA,1275816
DEN,PIT,2076160
DEN,PVR,2127235
DEN,RDU,2311612
DEN,RNO,1294097
DEN,RSW,2585537
DEN,SAN,1372476
DEN,SAT,1278093
DEN,SDF,1647557
DEN,SEA,1648014
DEN,SFO,1556392
DEN,SGF,1024776
DEN,SHV,1274901
DEN,SJC,1525812
DEN,SJD,1912953
DEN,SLC,629109
DEN,SMF,1463311
DEN,SNA,1361344
DEN,STL,1238508
DEN,TPA,2424433
DEN,TUL,871319
DEN,TUS,1027988
DEN,TYS,1870342
DEN,YEG,1640404
DEN,YUL,2593834
DEN,YVR,1792376
DEN,YWG,1260166
DEN,YYC,1445756
DEN,YYZ,2116379
DFW,ABQ,915507
DFW,AMA,502002
DFW,AMS,7918450
DFW,ATL,1177007
DFW,AUS,305575
DFW,BDL,2366945
DFW,BHM,961064
DFW,BMI,1110048
DFW,BNA,1015798
DFW,BNE,13363136
DFW,BOG,3924087
DFW,BOS,2513354
DFW,BTR,616460
DFW,BWI,1958133
DFW,BZE,1913222
DFW,CAE,1483594
DFW,CDG,7962434
DFW,CHA,1118421
DFW,CHS,1588572
DFW,CID,1102854
DFW,CLE,1643252
DFW,CLT,1506269
DFW,CMH,1490303
DFW,COS,952731
DFW,CRP,570045
DFW,CRW,1522635
DFW,CUN,1654622
DFW,CVG,1306158
DFW,DAY,1385765
DFW,DCA,1918284
DFW,DEN,1031943
DFW,DSM,1004055
DFW,DTW,1587319
DFW,DXB,12939580
DFW,EWR,2208445
DFW,EZE,8506587
DFW,FLL,1800777
DFW,FRA,8276148
DFW,FSM,365955
DFW,FWA,1382403
DFW,GDL,1505658
DFW,GIG,8403083
DFW,GPT,804298
DFW,GRU,8225863
DFW,GSO,1607902
DFW,GSP,1387197
DFW,HNL,6090388
DFW,HOU,397500
DFW,HSV,969648
DFW,IAD,1885703
DFW,IAH,360938
DFW,ICN,11009288
DFW,ICT,528558
DFW,IND,1224752
DFW,JAN,656618
DFW,JAX,1478026
DFW,JFK,2238656
DFW,JLN,525825
DFW,LAS,1698185
DFW,LAX,1987383
DFW,LBB,453749
DFW,LEX,1262804
DFW,LFT,564701
DFW,LGA,2235069
DFW,LHR,7644847
DFW,LIM,5403169
DFW,LIT,489773
DFW,MAD,7990266
DFW,MCI,740354
DFW,MCO,1584796
DFW,MEM,694426
DFW,MEX,1505031
DFW,MGM,1000953
DFW,MIA,1803879
DFW,MKE,1373056
DFW,MLI,1111433
DFW,MLU,470753
DFW,MOB,867777
DFW,MSN,1321431
DFW,MSP,1370668
DFW,MSY,720196
DFW,MTY,843295
DFW,NAS,2092433
DFW,NRT,10343726
DFW,OAK,2344220
DFW,OKC,281722
DFW,ONT,1912388
DFW,ORD,1290347
DFW,ORF,1951219
DFW,PBI,1774213
DFW,PDX,2600350
DFW,PHL,2096441
DFW,PHX,1396815
DFW,PIA,1082078
DFW,PIT,1717891
DFW,PTY,3202491
DFW,PVR,1579599
DFW,RDU,1707958
DFW,RIC,1862986
DFW,RNO,2164360
DFW,RSW,1635902
DFW,SAN,1884390
DFW,SAT,397040
DFW,SAV,1489051
DFW,SCL,7836348
DFW,SDF,1179153
DFW,SEA,2671008
DFW,SFO,2356680
DFW,SGF,586032
DFW,SHV,305411
DFW,SJC,2314890
DFW,SJD,1647289
DFW,SJU,3484412
DFW,SLC,1591079
DFW,SMF,2302859
DFW,SNA,1938964
DFW,SPI,1014371
DFW,SPS,181503
DFW,STL,885277
DFW,TLH,1234134
DFW,TPA,1494651
DFW,TUL,381149
DFW,TUS,1308381
DFW,TYS,1241725
DFW,VPS,1031475
DFW,YEG,2622978
DFW,YUL,2434985
DFW,YVR,2822116
DFW,YYC,2451409
DFW,YYZ,1929971
DKR,ACC,2148317
DKR,ALG,3183315
DKR,BCN,3497855
DKR,BRU,4470212
DKR,CDG,4218444
DKR,CMN,2292703
DKR,DXB,7628024
DKR,IAD,6406143
DKR,IST,5320961
DKR,JFK,6124495
DKR,JNB,6705779
DKR,LIS,2787351
DKR,LOS,2447090
DKR,LPA,1476813
DKR,MAD,3158243
DKR,MXP,4214227
DKR,ORY,4183980
DKR,TFN,1526356
DKR,TUN,3678975
DLC,CAN,1894779
DLC,CGO,845704
DLC,CJU,751127
DLC,CKG,1708135
DLC,CSX,1421546
DLC,FOC,1455675
DLC,FUK,997924
DLC,HGH,974403
DLC,HKG,1984053
DLC,HRB,834992
DLC,ICN,461040
DLC,KIX,1322487
DLC,KMG,2326555
DLC,NGB,1013818
DLC,NGO,1432617
DLC,NKG,837454
DLC,NRT,1703610
DLC,PEK,443505
DLC,PVG,868161
DLC,SZX,1953341
DLC,TNA,446338
DLC,TPE,1540303
DLC,TSN,363389
DLC,TYN,790196
DLC,WUH,1127413
DLC,XIY,1246243
DLC,XMN,1631113
DLH,LAS,2247154
DLH,MSP,232027
DLH,ORD,639113
DLM,AMS,2557155
DLM,BFS,3323006
DLM,BHX,2954233
DLM,BRS,2970319
DLM,CWL,3011553
DLM,DME,2190049
DLM,DUS,2379291
DLM,EDI,3220664
DLM,EMA,2945973
DLM,FRA,2196206
DLM,GLA,3275658
DLM,HAJ,2301549
DLM,HAM,2376037
DLM,IST,473339
DLM,LBA,3016451
DLM,LGW,2797118
DLM,LTN,2841609
DLM,MAN,3028133
DLM,MUC,1895740
DLM,NCL,3078933
DLM,SAW,466800
DLM,STN,2804524
DLM,STR,2072779
DLM,SXF,2112588
DLM,VIE,1612942
DLM,VKO,2194158
DME,AER,1338174
DME,AGP,3800595
DME,ALA,3088615
DME,ALC,3431481
DME,AMM,2635939
DME,ATH,2207252
DME,AUH,3703455
DME,BCN,3035305
DME,BKK,7060589
DME,BOJ,1613719
DME,BRU,2267815
DME,CAI,2856130
DME,CGN,2101167
DME,CMB,6503987
DME,DLM,2190049
DME,DOH,3528538
DME,DOK,816210
DME,DUS,2104815
DME,DWC,3670263
DME,DXB,3639209
DME,EVN,1763291
DME,FCO,2398440
DME,FKB,2153083
DME,FRA,2055050
DME,FRU,2949906
DME,GOA,2393796
DME,GOI,5397698
DME,GRV,1449447
DME,GVA,2433941
DME,GYD,1886537
DME,HAN,6700170
DME,HEL,940317
DME,HER,2434082
DME,HKG,7117901
DME,HRG,3152885
DME,IAH,9553435
DME,KBP,734389
DME,KGF,2457595
DME,KJA,3334703
DME,KUF,821549
DME,LCA,2305639
DME,LED,668536
DME,LEJ,1751630
DME,LGW,2551468
DME,LHR,2553233
DME,LIS,3921939
DME,MAD,3443748
DME,MAN,2584169
DME,MLA,2810771
DME,MSQ,659154
DME,MUC,1947429
DME,MXP,2313769
DME,NBE,2993296
DME,NCE,2546782
DME,NRT,7531866
DME,ODS,1119713
DME,PFO,2336997
DME,PMI,3131751
DME,PUJ,9309762
DME,RIX,880361
DME,SAW,1732470
DME,SGN,7685653
DME,SHJ,3636133
DME,SIN,8396391
DME,SIP,1185162
DME,SKG,1986894
DME,SVX,1426722
DME,SYX,7185583
DME,TAS,2771197
DME,TBS,1612050
DME,TFS,5266474
DME,TGD,1981979
DME,TLV,2610393
DME,TSE,2270780
DME,TUN,2934837
DME,TXL,1636727
DME,UFA,1150998
DME,VAR,1536244
DME,VIE,1672457
DME,VNO,810667
DME,VRA,9603040
DME,VRN,2199766
DME,ZRH,2203265
DMK,CAN,1699431
DMK,CGK,2314628
DMK,CKG,1857213
DMK,CNX,565165
DMK,CSX,2050246
DMK,DPS,2977888
DMK,HAN,979027
DMK,HGH,2721030
DMK,HKG,1685817
DMK,KMG,1262324
DMK,KUL,1241025
DMK,MAA,2214788
DMK,MDL,991799
DMK,MFM,1648199
DMK,NGB,2774874
DMK,PNH,529342
DMK,REP,351271
DMK,RGN,583401
DMK,SGN,741076
DMK,SIN,1438560
DMK,SUB,2712197
DMK,SZX,1696013
DMK,WUH,2330391
DMK,XIY,2417984
DMM,ADD,2257378
DMM,AMM,1462951
DMM,AMS,4709300
DMM,AUH,537752
DMM,BAH,86308
DMM,BEY,1598978
DMM,BLR,3260869
DMM,BOM,2501437
DMM,CAI,1846664
DMM,CCJ,3226302
DMM,CMB,3833568
DMM,COK,3329792
DMM,DEL,2701801
DMM,DOH,224792
DMM,DWC,565898
DMM,DXB,573992
DMM,FRA,4373023
DMM,HYD,3122884
DMM,ISB,2376305
DMM,IST,2512040
DMM,JED,1204597
DMM,KWI,354513
DMM,MAA,3502872
DMM,MCT,913624
DMM,MED,1036292
DMM,MHD,1429726
DMM,MNL,7460733
DMM,RUH,353324
DMM,SHJ,586841
DMM,SKT,2468599
DMM,TRV,3487093
DOH,ADD,2256925
DOH,ALG,4740123
DOH,AMM,1685277
DOH,AMS,4927550
DOH,ARN,4618722
DOH,ATH,2960658
DOH,ATQ,2374369
DOH,AUH,321318
DOH,BAH,147554
DOH,BCN,4868789
DOH,BEY,1823679
DOH,BGW,1138396
DOH,BKK,5286005
DOH,BLR,3043681
DOH,BOM,2293743
DOH,BRU,4897135
DOH,BSR,701811
DOH,BUD,3757966
DOH,CAI,2060621
DOH,CAN,6207302
DOH,CCJ,3004480
DOH,CCU,3749125
DOH,CDG,4974812
DOH,CGK,6891225
DOH,CKG,5410240
DOH,CMB,3610745
DOH,CMN,5744727
DOH,COK,3107293
DOH,CPH,4611700
DOH,CRK,7218940
DOH,CTU,5140027
DOH,DEL,2553541
DOH,DME,3528538
DOH,DMM,224792
DOH,DWC,360868
DOH,DXB,378387
DOH,ESB,2390376
DOH,FCO,4042642
DOH,FRA,4593012
DOH,GOI,2560899
DOH,GRU,11858283
DOH,GVA,4641191
DOH,GYD,1691378
DOH,HGH,6704646
DOH,HKG,6301090
DOH,HYD,2916462
DOH,IAD,11147641
DOH,IAH,12952347
DOH,ICN,7065428
DOH,IKA,1125304
DOH,ISB,2274913
DOH,IST,2734086
DOH,JED,1332153
DOH,JFK,10789485
DOH,JNB,6218043
DOH,KIX,7919655
DOH,KRT,2255185
DOH,KUL,5910648
DOH,KWI,567191
DOH,LCA,2029487
DOH,LHR,5247360
DOH,LOS,5530425
DOH,MAA,3287918
DOH,MAD,5338956
DOH,MAN,5415377
DOH,MCT,702036
DOH,MED,1204689
DOH,MEL,11950256
DOH,MHD,1436887
DOH,MLE,3306567
DOH,MNL,7292295
DOH,MUC,4305310
DOH,MXP,4427540
DOH,NBO,3340650
DOH,NRT,8313081
DOH,ORD,11479032
DOH,OSL,4959707
DOH,OTP,3139830
DOH,PEK,6173260
DOH,PER,9315916
DOH,PHL,10938759
DOH,PVG,6808318
DOH,RGN,4696814
DOH,RUH,496330
DOH,SAW,2694369
DOH,SGN,6000780
DOH,SHJ,393696
DOH,SIN,6207819
DOH,SYZ,482592
DOH,TRV,3263588
DOH,TUN,4116734
DOH,TXL,4407863
DOH,VCE,4153543
DOH,VIE,3970747
DOH,WAW,3944524
DOH,YUL,10426041
DOH,ZRH,4499403
DOK,DME,816210
DOK,DWC,2992806
DOK,IST,1059373
DOK,KBP,558784
DOK,LCA,1505040
DOK,MUC,1919789
DOK,SAW,1040548
DOK,SHJ,2966196
DOK,SKG,1442978
DOK,SVO,879181
DOK,TLV,1799698
DPS,BKK,2948175
DPS,BNE,4488604
DPS,CAN,3561206
DPS,CGK,983178
DPS,DMK,2977888
DPS,HKG,3438119
DPS,HND,5542685
DPS,ICN,5249440
DPS,KIX,5226654
DPS,KUL,1961079
DPS,MEL,4376185
DPS,MNL,2651958
DPS,NRT,5592303
DPS,PER,2569167
DPS,POM,3523182
DPS,PVG,4470731
DPS,SIN,1668395
DPS,SUB,302852
DPS,SYD,4619780
DPS,SZX,3475139
DPS,TPE,3799478
DPS,UPG,633404
DRS,AYT,2079320
DRS,BCN,1413773
DRS,BSL,600102
DRS,CGN,465817
DRS,DUS,489304
DRS,FRA,389851
DRS,HER,1979055
DRS,HRG,3150638
DRS,LCY,955426
DRS,MUC,340448
DRS,NBE,1693889
DRS,PMI,1546671
DRS,STR,424615
DRS,SVO,1647546
DRS,TFS,3607657
DRS,ZRH,556916
DSA,GDN,1279159
DSA,KTW,1415235
DSA,PMI,1574284
DSA,POZ,1201486
DSA,VNO,1716692
DSA,WAW,1482793
DSA,WRO,1245866
DSM,ATL,1195885
DSM,CLT,1312284
DSM,DCA,1444251
DSM,DEN,948184
DSM,DFW,1004055
DSM,DTW,858640
DSM,EWR,1636541
DSM,IAH,1290374
DSM,LAS,1956190
DSM,LGA,1659647
DSM,MDW,493001
DSM,MSP,373675
DSM,ORD,481342
DSM,PHX,1849661
DSM,SFB,1808269
DTM,ADB,2118745
DTM,AGP,1907594
DTM,BCN,1212357
DTM,BEG,1200030
DTM,BUD,956596
DTM,FAO,2026804
DTM,GDN,794878
DTM,KRK,871949
DTM,KTW,812543
DTM,LTN,552932
DTM,MUC,462097
DTM,OPO,1688382
DTM,OTP,1573836
DTM,PMI,1382594
DTM,SAW,2035974
DTM,SOF,1543463
DTM,STN,511423
DTM,VNO,1230402
DTW,AMS,6341356
DTW,ATL,956518
DTW,AUS,1848542
DTW,AVL,755525
DTW,BDL,882933
DTW,BGR,1207619
DTW,BHM,1005318
DTW,BMI,503740
DTW,BNA,734248
DTW,BOS,1017670
DTW,BUF,387866
DTW,BWI,657740
DTW,CAE,938938
DTW,CDG,6376667
DTW,CHA,812790
DTW,CHS,1074126
DTW,CID,692569
DTW,CLE,153356
DTW,CLT,804580
DTW,CMH,248958
DTW,CRW,451795
DTW,CUN,2371211
DTW,CVG,368473
DTW,DAY,266661
DTW,DCA,652071
DTW,DEN,1806779
DTW,DFW,1587319
DTW,DSM,858640
DTW,ERI,263193
DTW,EWR,785368
DTW,FLL,1814143
DTW,FRA,6696590
DTW,FWA,205801
DTW,GCM,2548125
DTW,GRB,462169
DTW,GRU,8198145
DTW,GSO,740099
DTW,GSP,818182
DTW,HSV,892176
DTW,IAD,617026
DTW,IAH,1730152
DTW,ICN,10679079
DTW,IND,371528
DTW,JAX,1308828
DTW,JFK,818697
DTW,LAS,2814248
DTW,LAX,3184540
DTW,LEX,475795
DTW,LGA,807104
DTW,LHR,6061380
DTW,LIT,1134175
DTW,MBS,158239
DTW,MCI,1011530
DTW,MCO,1540322
DTW,MDW,367487
DTW,MEM,982209
DTW,MEX,2927950
DTW,MHT,980927
DTW,MIA,1842798
DTW,MKE,381746
DTW,MLI,600134
DTW,MSN,501090
DTW,MSP,850180
DTW,MSY,1490267
DTW,MTY,2382124
DTW,NAS,1980294
DTW,NGO,10544399
DTW,NRT,10295683
DTW,OKC,1447871
DTW,ORD,377372
DTW,ORF,851725
DTW,PBI,1748139
DTW,PDX,3143358
DTW,PEK,10672073
DTW,PHL,729566
DTW,PHX,2688881
DTW,PIA,556897
DTW,PIT,323573
DTW,PUJ,2980594
DTW,PVG,11485159
DTW,PWM,1075537
DTW,RDU,806425
DTW,RIC,734278
DTW,ROA,614826
DTW,ROC,476398
DTW,RSW,1745096
DTW,SAN,3148101
DTW,SAT,1954312
DTW,SAV,1135304
DTW,SBN,251987
DTW,SDF,492082
DTW,SEA,3101257
DTW,SFO,3345382
DTW,SJU,3105438
DTW,SLC,2384021
