src,dest,dist
NAP,CDG,1291075
SJU,SXM,309113
CEB,PUS,2800216
LHR,SAN,8827442
FRA,AUH,4867893
MSQ,AUH,3948576
JFK,MAN,5376395
CPH,GVA,1139267
MSQ,SXF,983562
CJU,TSN,1029922
RIX,VCE,1503024
AGP,LCY,1686896
GLA,BHD,166921
ADD,PEK,8335792
TRN,PMO,901685
BRI,LGW,1711119
GLA,EMA,394024
ARN,HEL,399997
CSX,TNA,1031672
BHD,CWL,396601
ROC,ATL,1205781
AGP,LHR,1674845
EXT,AMS,593629
CGO,HAK,1650174
PSA,LGW,1149513
PVG,KHH,960082
TUN,MXP,983065
CDG,LHR,347653
CKG,XMN,1273978
MEX,MIA,2052636
CKG,TPE,1530550
ORY,EWR,5871301
RIX,KBP,862655
BOS,CUN,2792227
LHR,AUH,5522926
KUL,TPE,3238621
TPE,DEL,4379719
BLL,OSL,509202
NCL,BHD,272676
CAN,KMG,1069711
VCE,CDG,837227
GCM,NAS,752172
CTU,SIN,3234952
NAS,MCO,535902
BHD,BHX,364309
BGY,TIA,936648
KHH,KMG,1795350
BHD,GLA,166921
MXP,HAV,8303762
CAN,CAI,8005322
FLL,SDQ,1371513
LHR,TIP,2364848
TPE,PVG,674554
JFK,MCO,1519224
MAD,MIA,7119572
ATH,RIX,2110968
BDL,SJU,2681294
LGW,VRN,1039999
CTU,CAN,1222066
RDU,FLL,1094839
ORY,JFK,5848136
RIX,VKO,835551
VIE,MSQ,1027311
LAX,LHR,8780646
XIY,CSX,813567
LGW,LCA,3252507
SKG,FCO,910344
MHD,SYZ,992729
SOU,BHD,509115
CKG,KWL,601163
MXP,DXB,4713115
OTP,LHR,2110319
FRA,RIX,1275270
MCO,BUF,1626659
KIN,JFK,2533197
BOS,SDQ,2656573
HGH,TPE,576305
CAN,XMN,507724
MRS,LHR,989708
ICN,KHH,1751493
CDG,PVG,9287130
PRG,FCO,935105
AGP,LGW,1644208
DUB,SOU,434015
TGD,FCO,582402
BOM,LHR,7221029
MAN,EXT,301728
CSX,TSN,1271434
SDQ,SJU,387397
TPE,TNA,1360818
LED,MSQ,672816
FCO,LGW,1407460
CTU,MFM,1339951
RDU,JFK,686463
ORY,LHR,365994
FCO,PMO,409223
RDU,BOS,984790
TLV,LHR,3593140
CLT,BOS,1171324
LHR,IAH,7779487
TPE,LAX,10941808
VIE,LIN,630499
FRA,ATL,7425554
EVN,MSQ,1959876
LCY,BLL,763457
HKG,BWN,1924387
SJU,DCA,2501725
DUB,EXT,357322
RUH,MXP,4088098
TBZ,MHD,1207780
EDI,BHD,217279
CGO,DLC,845704
TFN,MAD,1771467
MSQ,DME,659154
LCY,EDI,543810
AUS,SFO,2419939
LGW,CTA,1939455
TSN,HRB,1027850
TIA,MXP,1003354
BGO,BLL,557635
FLL,LGA,1731098
LHR,CTU,8320253
FRA,BRS,808917
SVO,FRU,2993762
ARN,LHR,1466289
CAN,XIY,1302564
TIP,FCO,1017670
CDG,JFK,5849320
EXT,MAN,301728
CKG,HKG,1096673
MCO,AUS,1599961
PUJ,SJU,249787
TIA,VCE,749257
EWR,BOS,322739
LHR,DUS,503481
MAN,ABZ,428442
YYZ,KIN,2866576
CUN,JFK,2502059
LHR,STR,758244
TPE,CDG,9804396
VRN,FCO,413864
HND,LHR,9615086
JED,BWN,8344152
CSX,PEK,1354733
MSQ,WAW,510744
LGW,TRN,880657
MNL,BWN,1250952
TRN,CTA,1058800
MAN,EDI,297558
VRN,TIA,840369
GLA,LCY,569042
DMM,RUH,353324
MXP,SOF,1216875
KMG,KHH,1795350
RIX,FRA,1275270
BOS,AUS,2733035
LAS,LHR,8416050
NBE,MUC,1368282
OPO,MXP,1487528
TPA,LGA,1626177
ALC,SOU,1409138
FUK,PUS,224965
ALC,BHX,1577726
JAX,BOS,1625760
MSQ,NCE,1894361
LCY,ABZ,650703
DLC,TSN,363389
CTU,HGH,1583346
LHR,BGO,1043723
SRQ,ATL,714866
BAH,LHR,5099825
VCE,LIS,1919301
EDI,LCY,543810
CAN,CTU,1222066
MCO,DCA,1221659
VRN,LGW,1039999
BLQ,TIA,769722
SJU,FLL,1683965
KIN,NAS,789642
HOU,JFK,2298297
LHR,YUL,5229549
BRS,MXP,1058467
PMO,AMS,1698580
CDG,MAN,588804
IAD,DXB,11375793
LHR,HKG,9647548
ARN,PEK,6709185
JFK,DXB,11021831
LHR,PRG,1047488
SFO,TPE,10410308
BUD,BEG,302222
JFK,MAD,5775437
NBO,AMS,6662376
TIA,VRN,840369
SZX,TPE,802648
CGO,CKG,862644
VNO,HEL,633209
KBP,RIX,862655
CTU,NKG,1426771
ORD,SJU,3334108
RIX,DME,880361
MXP,NRT,9771723
VRN,PMO,822430
GIG,LHR,9228063
MSQ,EVN,1959876
JNB,LHR,9045059
PSA,SVO,2351946
EDI,EMA,371665
ZRH,RIX,1483410
BUF,MCO,1626659
LGW,MCO,7004994
SZX,NNG,579690
PUJ,CDG,7086557
CDG,NCL,730515
BCN,VIE,1372071
SFO,ATL,3442220
CDG,EXT,469347
JFK,ROC,424497
OSL,LHR,1208051
SVG,RIX,1104952
BOS,RDU,984790
TSN,CJU,1029922
BOS,DXB,10722189
LHR,JFK,5554540
NWI,ABZ,550852
TRN,CDG,573700
CPT,LHR,9646374
SOU,GLA,584549
CGO,CTU,1026278
HEL,MSQ,740095
SOU,NCE,1036581
CGO,KMG,1482133
TYN,PUS,1487387
CKG,XIY,560794
MSY,JFK,1902461
SXM,SJU,309113
EWR,RSW,1719018
MAD,LAX,9406180
TPE,PEK,1719333
FCO,MSQ,1780307
JNB,DUR,477858
LED,NBE,2998578
LHR,BOS,5254215
CTU,KMG,615112
STR,CDG,490806
BCN,LGW,1108749
PUJ,JFK,2501033
YYZ,LHR,5723392
VCE,TIA,749257
PBI,LGA,1665078
MXP,MIA,7934912
RIX,VNO,267911
CTU,BOM,3375133
RDU,LHR,6231142
RIX,VIE,1100444
BOS,PUJ,2650128
LHR,DUB,450444
TNA,TPE,1360818
TXL,PSA,1009962
DUB,ORD,5911772
SOU,DUB,434015
CDG,PEK,8210548
VRN,CTA,946960
JNB,CPT,1270571
NCE,FCO,460794
SAN,BOS,4164547
PSA,CTA,795428
TPE,NGB,526728
BHX,OPO,1351781
KIN,YYZ,2866576
CAN,NRT,2946886
BOS,FLL,1991131
LHR,BKK,9588788
ABZ,OSL,838056
DCA,FLL,1446875
LHR,FCO,1445754
HKG,TPE,806733
YYZ,DTW,344617
EWR,LHR,5576626
SOU,ORY,364213
LHR,PSA,1187676
SGN,TPE,2204395
VCE,TLS,896636
DFW,MSY,720196
ARN,MSQ,889857
GVA,LHR,755099
ROC,JFK,424497
BHX,EDI,403297
BKK,SZX,1699382
JFK,KIN,2533197
LHR,SEA,7725205
KWL,TPE,1128460
CGO,NNG,1431194
JFK,AUS,2448499
NCL,LHR,405342
HEL,RIX,382367
MSQ,TBS,1848807
LGW,BOD,703786
NGB,SYX,1766917
TIA,FCO,623952
BOS,JFK,300495
NNG,SZX,579690
TRN,FCO,529778
MAD,LHR,1243293
ARN,RIX,467005
JFK,SJU,2571046
MLE,CMB,777635
RIX,BUD,1103104
LHR,BUD,1493011
CSX,KMG,1079719
CTU,KWE,527639
SFO,BOS,4351856
TPA,LGW,7124684
FCO,MXP,511055
BOS,BUF,636603
LED,LHR,2119988
SGN,HAN,1154680
FLL,KIN,965539
BOS,PBI,1926569
LHR,ALA,5639882
SVO,TAS,2823095
ATL,MIA,956918
CPH,FRA,680919
PHL,BOS,450649
SEA,LHR,7725205
RIX,AMS,1337260
CTU,WUH,983134
NAS,JFK,1763826
NGO,CTS,975528
PUS,HKG,2041582
CUN,MCO,993563
LHR,NBO,6827590
MFM,TPE,844325
CGO,TNA,400686
ORD,CDG,6682586
TPE,FUK,1299103
RIX,BLL,924219
SDQ,FLL,1371513
FUK,CTS,1415385
RIX,SVO,834396
KIN,MCO,1250593
HRB,DLC,834992
XMN,TSN,1618445
CAN,CGO,1234440
FOC,KWL,969995
PEK,SYX,2510399
WUH,NGB,705646
HGH,HKG,1092181
PVG,MUC,8797726
CGK,TPE,3795987
PEK,NRT,2139855
ATL,STL,778975
LAX,CUN,3409703
AUH,BAH,452720
CGK,CAN,3344319
KMG,CTU,615112
BOS,CUN,2792227
LAX,JFK,3982940
HNL,PEK,8145793
SHE,CGO,1156283
SDQ,PTY,1474055
LCA,TLV,338587
DLC,TNA,446338
NKG,KMG,1723273
TPE,KWL,1128460
NKG,XIY,989800
SZX,TYN,1678637
HKG,EWR,12979805
KWE,CSX,660765
SZX,SYX,664055
AMS,LAX,8977468
BRU,ATL,7122565
EWR,ATL,1199940
LAX,LAS,380170
HRB,SZX,2788031
CDG,HKG,9606790
HRB,ICN,905810
PVG,TPE,674554
XIY,KWE,896481
BMI,ATL,857373
LAX,OAK,542555
PVG,LHR,9262203
FCO,HKG,9298356
ICN,CAN,2003385
ICN,KUL,4601512
AMS,ORD,6630375
BZE,ATL,1825033
EWR,CVG,916000
LGA,BGR,608668
HRB,TSN,1027850
PEK,SHA,1074901
WUH,XMN,792102
PTY,MVD,5446852
BKK,XMN,2185001
HAK,FOC,1153804
PVG,DTW,11485159
XMN,CAN,507724
HGH,KMG,1815773
PTY,MCO,2152361
CDG,LCA,2986060
CTU,XIY,622649
PEK,HKG,1986505
WNZ,XIY,1360516
ATL,LOS,9404166
DSM,LGA,1659647
JFK,IND,1069952
MEM,SAT,1005872
TYN,URC,2219225
MIA,PTY,1853265
YVR,HKG,10287428
NNG,HGH,1484716
URC,FRU,1054486
ATL,SNA,3087901
DTW,MCI,1011530
HKG,DLC,1984053
XIY,NNG,1313316
FOC,MFM,746231
WUH,BKK,2343080
ATL,TPA,653266
JFK,LAS,3617691
NNG,SZX,579690
TNA,URC,2627705
HKG,NRT,2963952
CJU,SZX,1730759
TSN,XMN,1618445
BOG,MEX,3157550
HKG,SYD,7371772
CSX,CJU,1398479
TNA,DLC,446338
DLM,HAJ,2301549
ATL,CAE,308235
CVG,DCA,661595
HMO,LAX,881296
MCO,LAX,3568990
NRT,DLC,1703610
TNA,HRB,1231714
MAD,DOH,5338956
DLC,NGO,1432617
PEK,CKG,1463168
HER,LEJ,2065625
ATL,JNB,13581801
IND,MSP,809002
MCO,RIC,1073107
PEK,FCO,8166928
TPE,URC,3698007
HKG,CJU,1750434
CGO,CJU,1173202
ICN,DLC,461040
SHE,FUK,1084270
XIY,TYN,505761
HGH,SHE,1295374
XIY,URC,2108283
PUJ,PTY,1587251
CAN,AKL,9284234
FOC,CGO,1103868
PEK,KWL,1757532
LPA,HAM,3528216
DEN,ATL,1930018
IND,RSW,1521429
MCO,SDF,1156379
NNG,XIY,1313316
TNA,CTU,1411383
MCO,PTY,2152361
ORD,HKG,12542698
NBO,BKK,7230057
TNA,URC,2627705
FRA,LPA,3183032
CVG,JAX,987285
IND,LAX,2919042
MEM,CVG,648404
PEK,CDG,8210548
TPE,SZX,802648
XMN,HKG,496594
DLC,PVG,868161
NNG,HAK,379387
LCA,HAJ,2722081
ATL,ORF,830857
DKR,JFK,6124495
JFK,FCO,6883860
MEM,LGA,1549531
NGB,KWL,1237809
KUL,TPE,3238621
HKG,DME,7117901
CKG,CSX,663164
TSN,CSX,1271434
FRA,MLE,7883458
MUC,PVG,8797726
OKA,TPE,655742
HGH,HKG,1092181
ICN,PVG,821467
SZX,CSX,617681
PVG,KUL,3786421
ABQ,ATL,2042739
CDG,ORD,6682586
GDL,ATL,2363385
LGA,CHS,1032356
KMG,CKG,629640
SHA,TSN,951288
KHH,PEK,1972982
FOC,HKG,708879
CAN,XIY,1302564
ATL,BWI,927888
CLT,SLC,2779649
GRU,SDQ,5272973
MCO,YYZ,1698569
NKG,KWL,1125772
SYX,TPE,1433835
HKG,JFK,12990263
DMK,RGN,583401
ATL,CID,1117001
CDG,PIT,6292627
GDL,LAX,2103947
LGA,MCO,1528738
SGN,TPE,2204395
HKG,CGK,3243374
SXF,HER,2106445
BOS,JFK,300495
DUB,ATL,6337098
LGA,BNA,1229747
KMG,PVG,1968438
BOS,PTY,3779009
OTP,LCA,1253755
SYX,HGH,1729105
KHH,SGN,1953814
HKG,HAK,444925
CSX,XMN,634731
NRT,PEK,2139855
XMN,HKG,496594
AMS,SFO,8808252
DAY,DTW,266661
KIN,ATL,1899132
KMG,WUH,1275073
SZX,HRB,2788031
MEX,BOG,3157550
CAN,PNH,1587943
KWE,CGO,1112526
AUS,MSP,1676177
FRA,JFK,6204692
MBS,DTW,158239
PEK,LGW,8187037
XMN,PEK,1728914
SZX,WNZ,918393
DXB,HKG,5929419
CNX,CAN,1574311
NNG,CSX,799914
XIY,SHE,1516490
HKG,CRK,1054383
CDG,DTW,6376667
IAH,CDG,8088676
MEX,LAX,2498962
AMS,MAN,488234
HKG,XIY,1436648
DLC,ICN,461040
PEK,TAS,3951685
XMN,MNL,1151504
ATL,DXB,12229782
DCA,LEX,666678
LAS,YYC,1672772
KMG,CGO,1482133
TNA,KIX,1652311
KMG,XIY,1178438
TSN,WUH,968496
MLE,FRA,7883458
BOS,IND,1316772
FUK,HNL,7075724
MCO,IND,1333370
NRT,CAN,2946886
SXM,PTY,2019709
CGO,HRB,1621046
MEL,CAN,7522722
WUH,SHE,1463128
SZX,CTU,1317474
TPE,FUK,1299103
NRT,TPE,2182119
RGN,DMK,583401
ATL,FWA,817643
DTW,DSM,858640
LAX,MSP,2470984
MFM,XMN,534233
TPE,WNZ,316339
PTY,LAS,4693124
CAN,MEL,7522722
KWE,FOC,1286320
TSN,XIY,925528
LCA,SXF,2514959
CDG,IAH,8088676
JFK,BNA,1231884
HEL,PEK,6324579
HKG,WUH,939451
DLC,HGH,974403
KUL,JED,7070863
ATL,GDL,2363385
DCA,LAX,3719085
HND,PEK,2096675
SZX,KMG,1141020
MTY,PTY,2866630
CAN,DPS,3561206
SZX,TSN,1858272
DUS,LPA,3189306
ATL,PBI,876311
DTW,ORD,377372
LGA,PBI,1665078
KWL,NKG,1125772
KIX,KHH,1958073
DEL,HKG,3752209
XMN,XIY,1423771
KWL,CGO,1094295
SYX,XMN,1136961
FUK,HKG,2046960
ICN,CSX,1607597
SHE,TPE,1848675
NGO,KUL,5078401
BTS,PRG,304134
EWR,MSP,1622560
LGA,GSP,981963
LAX,PVG,10435872
SHE,SZX,2292381
HKG,DPS,3438119
KWL,TPE,1128460
TYN,DLC,790196
ATL,BRU,7122565
CLT,CVG,539018
GUM,NRT,2507486
LGA,MSP,1641986
KWL,CKG,601163
SZX,XMN,488486
NRT,HNL,6145590
HGH,HRB,1782271
PEK,PVG,1098020
WNZ,CSX,750849
HRG,HAM,3529200
TYN,SZX,1678637
IAH,PTY,2849638
MLE,HKG,4789894
NGB,CAN,1080629
URC,CTU,2071855
ATL,EZE,8045217
CLT,JFK,870860
HIB,MSP,279962
KWL,PVG,1327727
SHE,MFM,2351086
KIX,TPE,1703047
HKG,JNB,10671494
CGO,URC,2489959
KMG,NNG,601164
SYX,PEK,2510399
KUL,KIX,4935472
ATL,BNA,344193
CDG,SEA,8072748
GDL,MTY,668171
LGA,SRQ,1684658
MFM,WUH,958603
MNL,KHH,895878
HKG,SHA,1229984
CVG,CDG,6687174
IAH,DTW,1730152
LIT,DTW,1134175
KMG,TYN,1675780
PVG,TPE,674554
ATH,DOH,2960658
HRB,KIX,1458950
SYX,SZX,664055
KMG,PEK,2092746
SGN,PEK,3386942
AKL,SYD,2164202
CAN,HAK,482627
GYD,URC,3088565
SHA,NNG,1615151
XIY,WUH,653461
DTW,MIA,1842798
LAS,SEA,1394464
FRA,CPH,680919
PEK,XMN,1728914
XIY,XMN,1423771
CUN,HAV,509446
CAN,DLC,1894779
HGH,FOC,481900
XIY,DLC,1246243
BOS,JAX,1625760
EWR,DTW,785368
LGA,ORF,476031
SHA,CKG,1419624
DME,BKK,7060589
CCU,HKG,2618001
HRB,HGH,1782271
SHA,PEK,1074901
XMN,MFM,534233
ABQ,SLC,793335
BOS,AMS,5562857
DTW,MLI,600134
PVG,CKG,1464020
CGK,HKG,3243374
SVO,HAV,9594156
HGH,TYN,1101589
SHA,CGO,792062
LPA,STR,3125256
ATL,SRQ,714866
DTW,GSP,818182
LAS,MCO,3281832
SHA,CAN,1174357
SYD,TPE,7259623
KMG,HKG,1161843
PVG,SZX,1231418
SYD,KUL,6579185
PEK,HNL,8145793
CJU,CGO,1173202
MNL,XMN,1151504
CHS,DTW,1074126
JFK,BOS,300495
HGH,PEK,1147425
PVG,XIY,1275260
TPE,ICN,1460300
LCA,FRA,2640295
HKG,WUH,939451
TPE,CAN,827012
FRA,NBO,6301289
LEX,MSP,1045807
NNG,HGH,1484716
WNZ,KWE,1399349
CAN,BKK,1704526
HRB,CGO,1621046
SVO,CAN,7012728
AYT,STR,2185373
PEK,CAI,7548752
WUH,CKG,737516
HAV,ORY,7749578
CGK,XMN,3613861
KWL,WUH,740490
BNA,LAX,2892652
GEG,SLC,878900
MCI,ATL,1114397
PEK,CTU,1556350
HKG,AMS,9290300
CKG,URC,2313906
NKG,XIY,989800
WUH,CAN,823945
CMH,RSW,1496778
JFK,CMH,777480
HAK,CAN,482627
SHE,WNZ,1541620
TPE,CGK,3795987
AMS,CAN,9155971
HGH,TNA,793394
ATL,SMF,3367019
DTW,RSW,1745096
LGA,ORD,1180043
KWL,XMN,820645
URC,CAN,3277533
FUK,DLC,997924
PVG,HEL,7409578
HNL,TPE,8157190
HKG,HYD,3752379
CSX,PVG,892932
PVG,CAN,1202015
ANC,MSP,4053081
DCA,DTW,652071
HGH,HAK,1519267
SYX,WNZ,1581220
AMS,CTU,7959343
DUS,LCA,2819285
BHM,LGA,1393923
FWA,ATL,817643
PEK,MAD,9226251
XMN,WUH,792102
HKG,AKL,9154673
CSX,HAK,956285
NNG,SZX,579690
XIY,KMG,1178438
ANC,SLC,3419550
CMH,RDU,582378
JAX,DTW,1308828
FRA,CTU,7829444
RGN,KMG,1149397
TPE,KUL,3238621
YVR,JFK,3940565
HAK,WUH,1259407
SHE,TNA,757601
MEL,KUL,6305786
ATL,FLL,934459
DTW,BGR,1207619
LAX,MCI,2194019
MFM,CTU,1339951
TSN,CTU,1546380
CAN,HAN,808397
ICN,SHE,528581
RGN,PEK,3239216
TPE,DEL,4379719
NGB,HKG,1123570
FOC,HAK,1153804
ATL,DCA,880443
DTW,BHM,1005318
LAX,MCO,3568990
MFM,PVG,1288037
TPE,CTU,1806320
PTY,ORD,3740738
MFM,HGH,1125894
WUH,SYX,1464884
BWI,JFK,295745
HNL,SFO,3859977
MEM,IAH,753858
CKG,KHH,1580812
BKK,SIN,1409883
CGO,PVG,834029
KWL,FOC,969995
DLC,TSN,363389
PUS,PEK,1217018
KHH,MNL,895878
HKG,LAX,11683648
CTU,KWE,527639
CPR,SLC,514747
JFK,AUS,2448499
HEL,PVG,7409578
PVG,IST,8047397
SZX,KHH,672295
TPE,KIX,1703047
HAK,CKG,1150204
LAX,YYC,1940348
NKG,CAN,1075573
TYN,TNA,418528
CUN,FCO,9199331
KWL,XMN,820645
SXF,DLM,2112588
CDG,IAD,6213684
ICT,MSP,876970
MEX,MIA,2052636
XIY,SZX,1398586
CGO,HKG,1353324
CKG,XMN,1273978
XMN,NNG,1038421
BOG,UIO,710324
MUC,LCA,2341984
HGH,KWL,1165038
ATL,MSN,1138209
DTW,PHX,2688881
LGA,LEX,972457
WNZ,CKG,1400510
CGO,BKK,2658504
MLE,CAN,4770320
CVG,CLT,539018
JFK,SDF,1064631
HRB,PEK,1000430
TPE,HAK,1245570
HER,LCA,771372
HAK,CGO,1650174
SHE,KIX,1304453
DUS,AYT,2481909
ATL,MSY,683812
DTW,CAE,938938
LAX,NRT,8772757
MAD,GRU,8355982
TSN,XIY,925528
CAN,SHE,2234447
KWE,HGH,1396297
TSN,XMN,1618445
ATL,ZRH,7549108
EWR,LHR,5576626
MCI,LGA,1782095
FUK,PVG,857293
WNZ,SZX,918393
PTY,EZE,5331400
TPE,HKG,806733
CTU,AMS,7959343
NKG,SZX,1125561
HAM,TFS,3574793
PEK,NRT,2139855
XIY,HRB,1934186
LCA,SVO,2362587
URC,PVG,3317524
HAM,HER,2353444
ATL,LGA,1225550
DMM,KWI,354513
JFK,NCE,6423536
FOC,NKG,648322
PEK,JNB,11697932
WUH,CAN,823945
PTY,IAD,3314795
XMN,SHA,802067
PMI,MUC,1216324
ATL,SJD,2727497
DTW,FWA,205801
JFK,RIC,463581
FRA,PEK,7810287
NAS,PTY,1778882
KHH,HKG,663022
CSX,CKG,663164
KWE,WNZ,1399349
GUM,TPE,2782737
BCN,DOH,4868789
CAN,REP,1490542
HGH,SZX,1068845
XMN,SIN,2983261
SXF,AYT,2187837
AVL,ATL,264249
DTW,LIT,1134175
JFK,SAN,3936282
GOT,ARN,395043
URC,TNA,2627705
SJU,PTY,1778375
BKK,NNG,1261716
FOC,NKG,648322
PEK,CAN,1876050
LEJ,PMI,1512133
ATL,SEA,3511235
JFK,PIT,546683
PEK,NGO,1875312
XIY,CTU,622649
HAK,PVG,1683573
XIY,CTU,622649
SJU,FRA,7360587
BHM,DTW,1005318
DTW,MBS,158239
LAS,LGW,8453844
GVA,CPH,1139267
TSN,HRB,1027850
VIE,TPE,8984975
LHR,HKG,9647548
CTU,FOC,1623984
NNG,BKK,1261716
URC,WUH,2761704
DLC,ICN,461040
TYN,DLC,790196
TPE,XIY,1589940
CKG,SYX,1295343
KWL,NKG,1125772
TPE,SZX,802648
CVG,FLL,1499636
ICN,DFW,11009288
MAN,ATL,6595966
NNG,CAN,532724
TPE,KOJ,1190284
HKG,SIN,2555450
CSX,BKK,2061489
LAX,CAN,11637867
TNA,CSX,1031672
AYT,LEJ,2180946
ATL,LEX,488449
DLH,MSP,232027
JFK,MXP,6429708
FCO,PEK,8166928
PEK,GVA,8221728
TYN,HRB,1428999
GRU,PTY,5075854
TPE,ICN,1460300
NGO,DLC,1432617
TYN,CAN,1592698
HAJ,DLM,2301549
ATL,MAN,6595966
CVG,IAH,1402102
ICN,HNL,7364919
MCO,BHM,770646
NRT,XMN,2469955
TNA,KWE,1509169
JNB,HKG,10671494
CSX,XIY,813567
NGB,HRB,1802529
TPE,HRB,2323511
AYT,MUC,2003295
ATL,BZE,1825033
CMH,ATL,719090
GIG,SDQ,5391783
LOS,ATL,9404166
MWX,PEK,1032872
KHH,CGO,1467916
FRA,NKG,8656676
SHE,CAN,2234447
TPE,LAX,10941808
SIN,HKG,2555450
FRU,URC,1054486
SHA,CSX,853034
NGB,PEK,1221082
TSN,KMG,2060626
PTY,YYZ,3834889
NKG,DLC,837454
XIY,PVG,1275260
CDG,CMN,1930535
IAH,AMS,8066546
MEX,JFK,3363723
PVG,DLC,868161
CTS,HKG,3428978
LHR,CAN,9512934
URC,HGH,3270630
FOC,TNA,1233036
PVG,KWL,1327727
LAX,TPE,10941808
HKG,SFO,11147131
DAD,CAN,973166
HGH,KUL,3626293
ATL,BTR,721624
CVG,BOS,1210263
JFK,DTW,818697
PVG,SYD,7836733
TPE,HAN,1635319
LCA,AMS,2995287
HGH,MFM,1125894
SHE,KWL,2203115
CGN,AYT,2435247
ATL,MTY,1746427
LGA,CMH,770344
WNZ,CAN,908421
HAV,PTY,1573662
NGB,CSX,823074
WUH,HKG,939451
VRA,FRA,8079216
CLT,MSP,1496785
IND,TPA,1347755
DLC,PVG,868161
DOH,HKG,6301090
KUL,NGO,5078401
KWL,NGB,1237809
TNA,TYN,418528
GDL,PTY,2864795
BKK,CSX,2061489
SZX,XMN,488486
FRA,SSA,8333712
ATL,PIT,847031
DTW,SFO,3345382
LGA,RSW,1738673
PEK,CGO,663238
BKK,HKG,1688538
CGO,NNG,1431194
NGB,DLC,1013818
WUH,ICN,1349244
AMS,PDX,8052453
CVG,MSP,959523
LAS,MAN,8187015
ICN,CKG,2024187
TPE,PNH,2285719
SKG,LCA,1128006
FRA,LAS,8984982
DTW,ERI,263193
LAX,YEG,2185546
NKG,CKG,1190929
WNZ,CTU,1667970
YYZ,PTY,3834889
CAN,XMN,507724
KWL,CKG,601163
TYN,SHE,1025500
HRG,DUS,3511169
BHM,MCO,770646
FCO,YYZ,7104842
MCO,LAS,3281832
PEK,REP,3208528
AMS,BKK,9217245
CKG,SZX,1061887
MAD,PEK,9226251
URC,CGO,2489959
PTY,LIM,2346125
CAN,MLE,4770320
ISB,PEK,3904595
TPE,KWE,1455468
HRG,FRA,3324723
BHM,MSP,1374039
FLL,ATL,934459
MEM,MSP,1126902
PEK,MWX,1032872
BKK,DME,7060589
HKG,KUL,2534641
FOC,CAN,702932
SHA,XMN,802067
DFW,SLC,1591079
JFK,VCE,6685855
JFK,PEK,11003766
TLV,PEK,7156147
NGO,HKG,2625887
DTW,PEK,10672073
PER,CAN,6129814
LHR,PEK,8175311
PTY,BOS,3779009
CAN,DAD,973166
HAM,AYT,2456335
ATL,ROA,574993
DTW,NGO,10544399
LAX,RDU,3602448
MFM,HGH,1125894
TNA,WUH,728827
PEK,KWL,1757532
CAN,TNA,1539222
KUL,CAN,2603481
TSE,URC,1438248
MAN,PMI,1580846
BOS,ATL,1522612
HNL,KIX,6624507
MEX,ATL,2141025
PEK,SYX,2510399
BNE,TPE,6737659
JFK,HKG,12990263
DPS,SZX,3475139
PVG,KWE,1548971
KUL,SYD,6579185
ATL,GSP,246766
DTW,BDL,882933
LAX,CAN,11637867
ICN,HGH,976663
SHA,KWE,1507633
PVG,KHH,960082
PER,HKG,6007220
HGH,CAN,1037259
SZX,FOC,697163
FRA,YVR,8086407
PEK,ICN,904430
XMN,CKG,1273978
NGB,WUH,705646
SXF,TFS,3672589
CID,MSP,354779
IND,CUN,2071766
MGM,ATL,236070
PVG,CDG,9287130
MNL,TPE,1170255
JFK,YVR,3940565
FOC,CTU,1623984
PVG,KWL,1327727
JED,KUL,7070863
ATL,MHT,1531867
LGW,MCO,7004994
NNG,WUH,1086396
URC,PEK,2436153
HAV,CUN,509446
KMG,NKG,1723273
PMI,DUS,1341552
BOS,NAS,2011287
GRB,MSP,406042
MCO,MKE,1716193
PEK,NNG,2093573
HKG,CGK,3243374
HKG,FUK,2046960
PEK,NNG,2093573
XIY,TNA,811430
AMS,ATL,7082201
CVG,CUN,2007952
JFK,FRA,6204692
XMN,CSX,634731
CAN,HKG,135626
NGB,XMN,672046
KMG,CTU,615112
MVD,PTY,5446852
CAN,DXB,5837048
FRA,SEA,8221228
ATL,SAN,3044123
DUB,JFK,5116571
MCI,MCO,1725907
PEK,HGH,1147425
XMN,KMG,1536949
HKG,BNE,6929594
CTU,HGH,1583346
PVG,HRB,1652897
KUL,PEK,4398710
CVG,MCI,868125
JFK,MCO,1519224
HGH,XMN,669972
SZX,KWL,478541
TPE,MNL,1170255
HKG,SYX,646328
CTU,TNA,1411383
PEK,GMP,928873
XIY,FOC,1410500
LCA,LHR,3282898
HGH,CSX,736880
FRA,CUN,8618048
ATL,MEX,2141025
DTW,GRB,462169
LAX,BOS,4202210
KWE,KMG,419553
SZX,SHA,1206632
CAN,KUL,2603481
TAS,PEK,3951685
HAV,FRA,8150100
BDL,CVG,1064408
ERI,DTW,263193
MCO,MSP,2108492
HKG,MAA,3716714
XMN,SZX,488486
DEN,DTW,1806779
JNB,ATL,13581801
HKG,WUH,939451
KHH,CKG,1580812
HKG,YYZ,12568771
FOC,SHA,605775
SHE,NGO,1385490
PEK,CPH,7213995
WUH,PEK,1053638
CAN,SYX,693549
KWE,NNG,456937
URC,TBS,3449311
MUC,DLM,1895740
BUF,DTW,387866
IAD,CDG,6213684
MEL,LAX,12747904
PEK,SZX,1951464
CAN,TPE,827012
HKG,MEL,7387128
CTU,PEK,1556350
PEK,NGB,1221082
DTW,GSO,740099
MXP,PEK,8112830
TSN,DLC,363389
