BOJ,DME,1613719
PMI,BRE,1569439
DMM,DEL,2701801
BKK,HND,4590204
IST,VIE,1252485
CDG,PVG,9287130
OKA,FUK,862725
TFN,MAD,1771467
NBO,IST,4755478
CEB,MNL,565210
SYD,HKG,7371772
BRU,NAP,1345934
HEL,IST,2167682
BKK,CNX,594223
DFW,TPA,1494651
CJU,PUS,291275
JFK,CDG,5849320
GOI,BOM,422956
TNA,KIX,1652311
EWR,OSL,5948998
SIN,CCU,2895489
LGW,TFS,2910653
IST,IAH,10280005
KWI,CAI,1604987
PTY,FLL,1883489
BAH,DXB,487769
GYD,DOH,1691378
ARN,OSL,385911
BCN,MXP,721605
SVO,FRA,2030563
BRS,PMI,1381459
VIE,CAI,2364368
KUL,DEL,3869364
CKG,KMG,629640
HNL,SYD,8153590
DPS,KUL,1961079
XMN,NKG,800945
EWR,ARN,6324443
KMG,SIN,2630541
SVO,ICN,6602485
ICN,IST,7956251
KIX,KHH,1958073
TYN,NKG,876818
NRT,PVG,1798680
OKA,NGO,1300579
MNL,NGO,2754447
AMM,MAD,3659327
DUR,GRJ,959679
BRU,ORD,6693762
LED,ARN,693668
YYZ,IST,8220049
CTU,NAY,1522624
NGO,OKA,1300579
AKL,PVG,9345975
VIE,AMS,961830
FRU,SAW,3705698
YVR,MNL,10567984
DPS,SUB,302852
CGK,BKK,2285700
DME,SKG,1986894
MAA,TRV,612272
BUD,BRU,1141614
AMS,IST,2214177
CMB,BOM,1520497
KMG,CTU,615112
TYN,SHA,1079683
OKA,ICN,1255118
LAX,MEX,2498962
LIS,BLQ,1811281
ODS,IST,623790
BEY,DOH,1823679
KUL,BKK,1214101
ARN,AMS,1154892
LED,LCA,2781871
RUH,KWI,489498
BRU,SAW,2208545
TPE,OKA,655742
TYN,CKG,1048482
NRT,MFM,3001250
BNE,AKL,2297838
VIE,DME,1672457
DXB,KBP,3487656
CCJ,DOH,3004480
AMM,OTP,1666233
JNB,CPT,1270571
BRU,YUL,5570154
OTP,SVO,1498571
MSP,SEA,2251129
ISE,IST,371476
KIX,TPE,1703047
KWL,XIY,1030544
WUH,SHA,682246
DFW,PHX,1396815
MUC,ZAG,435944
BKK,MLE,3167890
DOH,FRA,4593012
CCU,BOM,1667514
ARN,BKK,8301651
DKR,BRU,4470212
LED,DUS,1745506
CMB,AUH,3297827
FRA,PVG,8879586
SGN,PVG,2740018
KOJ,ITM,549955
PRG,SOF,1081284
ICN,TSN,817008
KWE,CGO,1112526
CNX,BKK,594223
PDL,AMS,2862035
FRA,OSL,1143376
SIN,SUB,1373151
BKK,ZRH,9064201
MLA,SAW,1409242
NRT,YYZ,10323439
MFM,SHE,2351086
PRG,MXP,646425
JNB,CPT,1270571
DOH,SIN,6207819
HGH,XMN,669972
CDG,OSL,1359149
LIN,FRA,512329
SVO,AMS,2151304
DUS,SAW,2077757
CMB,KUL,2469074
KMG,NKG,1723273
WNZ,XIY,1360516
PVG,CKG,1464020
PVG,PEK,1098020
ESB,DUS,2370177
GUM,MNL,2570029
DPS,UPG,633404
IST,HEL,2167682
SIN,HND,5291818
NBE,MAN,2160725
JED,CAI,1214884
PVG,KMG,1968438
HND,SHA,1779883
CPH,PRG,623349
SKT,KWI,2543848
DME,GOA,2393796
BLR,MAA,268084
OTP,CPH,1554826
AER,IST,959299
DXB,MED,1583047
BKK,PEK,3309452
LGW,IST,2490527
CNX,PVG,2674687
PVG,MWX,603894
KIX,NRT,491697
MFM,CTU,1339951
VRA,CUN,603715
PUS,MNL,2423318
ICN,MNL,2600105
SYD,WLG,2231698
GRJ,DUR,959679
AMS,ARN,1154892
BRU,ZAG,1031150
IST,AAL,2249825
ACC,CAI,4278838
NGB,CTU,1686876
CTS,ITM,1039459
FLL,DFW,1800777
GMP,PUS,326782
ISB,DXB,1950517
BNE,PER,3614193
OTP,DOH,3139830
GOT,MUC,1036482
SIN,HKG,2555450
NBE,GLA,2471815
AMS,CDG,398603
PVG,CKG,1464020
TPA,ORD,1628198
DEL,VIE,5555767
PUS,KIX,582935
JNB,CPT,1270571
HRB,TNA,1231714
ARN,ZRH,1488366
CNX,SIN,2003313
GLA,NBE,2471815
IST,LAX,11057923
SHA,GMP,865359
PMI,BCN,201751
IST,ICN,7956251
FOC,WUH,757872
MEL,CBR,470037
HEL,LED,300649
KRT,DOH,2255185
GOT,IST,2197953
SIN,BWN,1278476
MRS,GVA,318842
IST,ARN,2210778
DUR,JNB,477858
WLG,SYD,2231698
OKA,FUK,862725
MFM,HGH,1125894
AYT,VIE,1703107
CUZ,LIM,586353
NRT,CEB,3271475
SUB,SIN,1373151
BEY,AMM,237459
HKG,JNB,10671494
CDG,BRU,251768
LED,KUF,1399735
FRU,IST,3742233
WUH,SIN,3431303
IAH,NRT,10690309
ARN,VIE,1287590
CGY,MNL,752200
CGK,KUL,1124518
LIS,LPA,1335681
BOM,TRV,1252392
AGP,BRU,1735156
VIE,BRE,777331
DME,BKK,7060589
NCE,IST,1799979
KIX,TPE,1703047
PUS,MFM,2077083
VIE,FRA,623639
ATH,ADB,284465
ALA,KBP,3544178
SYD,AKL,2164202
DPS,HKG,3438119
GOA,DME,2393796
DXB,DEL,2187214
TLL,OSL,774266
DME,NCE,2546782
JED,MCT,1976145
KIX,BKK,4160585
TZX,SAW,882022
HGH,HKG,1092181
SHA,URC,3277460
KIX,MFM,2513646
NGO,OKA,1300579
YVR,ICN,8220630
NRT,DME,7531866
COK,MAA,517077
TRD,OSL,363856
ICN,SVO,6602485
RUH,BLR,3502041
BKK,SYD,7502165
VNO,IST,1540819
TNA,HKG,1643734
VIE,HAM,768556
SAW,ADB,343342
EVN,VKO,1795925
OTP,PRG,1083725
LOS,JNB,4511438
BKK,BRU,9272355
AER,SVO,1404576
MED,BAH,1115492
ATL,YYZ,1189685
SAW,BJV,429252
CGO,HGH,781523
DMM,ISB,2376305
TIA,ATH,529458
DPS,ICN,5249440
SGN,PNH,213248
MAA,BOM,1032080
NGB,KWL,1237809
CPH,ATH,2139943
MUC,MAN,1132861
BAH,DMM,86308
IST,LIS,3230058
KIX,HND,432482
HAN,ICN,2683198
YOW,YHZ,957474
TBS,KBP,1450230
DOH,ADD,2256925
OTP,BUD,618226
JNB,LHR,9045059
ARN,DUB,1629759
BRU,DME,2267815
HRK,SVO,677236
KWI,JED,1217527
SIN,CGK,878005
SIN,MEL,6024052
NRT,BOM,6795927
MFM,PVG,1288037
TFS,VIE,3616298
YUL,YQB,233339
LAX,BNE,11525286
WAW,DOH,3944524
MAD,OPO,439155
TNA,KWE,1509169
CPH,MXP,1144759
SVO,DRS,1647546
MXP,MRS,370041
IST,AUH,3018871
NRT,DLC,1703610
FSZ,CTS,936408
LAS,DEN,1011047
LED,TLL,309492
BKK,KUL,1214101
FRA,LIS,1874099
WUH,KMG,1275073
LED,ARN,693668
SIN,UPG,1869944
VIE,LED,1574699
MAN,PFO,3416568
EWR,NRT,10834045
KUF,PRG,2478303
ICN,MFM,2099809
CGO,KWL,1094295
PRG,TLV,2635515
TRD,SVG,583974
BLL,AAL,156625
SZX,SIN,2583678
WUH,SZX,903273
SFO,NRT,8246269
PVG,AKL,9345975
ZAG,PRN,530795
BKK,PNH,503863
RIX,KBP,862655
DOH,LOS,5530425
BOM,DEL,1134665
CPH,CDG,1005580
FCO,SIN,10056786
CWL,NCL,419906
BOM,NRT,6795927
LAX,FLL,3769572
AMS,PRG,707011
HGH,PUS,967426
DOH,IAH,12952347
BRU,VNO,1458002
LED,KBP,1053364
IST,BEG,814655
CAI,JUB,2794970
PVG,FUK,857293
FUK,CJU,367653
MCO,DFW,1584796
ATH,SOF,530522
TUN,DOH,4116734
LIS,ZRH,1726183
CPH,BUD,1017859
TER,PDL,166427
SYZ,MED,1391438
SIN,SUB,1373151
HKG,TNA,1643734
KOJ,NGO,660002
WNZ,HAK,1377287
PRG,FCO,935105
KWL,CGO,1094295
DXB,MCT,348527
KUL,SUB,1663643
DME,SVX,1426722
DEL,BLR,1702766
ATH,BRU,2103835
CPH,SVO,1545101
MAA,DMM,3502872
NGO,BKK,4310670
SAW,LGW,2529097
ATH,CAI,1106438
ATH,MAN,2640427
AMS,TLL,1476012
DOH,MXP,4427540
SOF,OTP,300915
KMG,XMN,1536949
MNL,SIN,2371806
SXF,LED,1323442
DLM,BHX,2954233
IST,DLM,473339
FCO,CAI,2151621
NRT,CAN,2946886
CTU,NRT,3427050
MSQ,PRG,1033064
ICN,ORD,10543465
DUS,DXB,5010144
CDG,BSL,401825
HRB,NAY,1034939
SYX,PVG,1892996
CWB,FLN,245288
BSB,GRU,851232
VIE,VCE,432900
MSQ,KBP,439713
CGK,DOH,6891225
TUN,AMM,2431505
SVO,GYD,1955961
NCL,CWL,419906
FRA,IST,1867309
BAH,CAI,1932911
MFM,SHA,1263701
XIY,SHE,1516490
ATH,HER,308617
CJU,CJJ,367233
ISB,SHJ,1933026
MLE,MAA,1216573
DOH,KIX,7919655
OTP,LIN,1327539
KWE,KMG,419553
BOO,TRD,453967
BOM,SIN,3920339
SVO,HEL,876418
SVG,ABZ,498634
IST,BLQ,1484889
CAI,DOH,2060621
NAY,SZX,1916368
XIY,CSX,813567
BSB,CWB,1077369
BRU,ZAG,1031150
TZX,ADB,1123934
DOH,MHD,1436887
CGO,TSN,598967
ATH,ARN,2452706
COK,SIN,3204207
SVO,NRT,7525884
MAN,BJV,2916289
IST,JED,2350938
CAI,JNB,6234990
NKG,CSX,671867
DLC,FUK,997924
DXB,BHX,5610327
TRV,DOH,3263588
PDL,YYZ,4524123
TSN,CGO,598967
BSL,FRA,281014
SOF,SVO,1785859
EMA,TFS,3026673
KMG,CKG,629640
TPE,WUH,936525
OKA,FSZ,1388737
IAD,VIE,7183990
ADB,AYT,356980
NGO,MNL,2754447
PER,DPS,2569167
CGK,DPS,983178
BLR,GOI,482808
OSL,TLL,774266
CMN,SVO,4250029
MXP,JED,3832985
ACC,IST,4865142
CMB,MAA,643315
KMG,HKG,1161843
YVR,NRT,7521903
MEL,WLG,2595625
OSL,VIE,1390470
XIY,ICN,1628858
CGO,DLC,845704
LAX,MEL,12747904
ZAG,BUD,308348
LIS,BOS,5136947
FRA,ARN,1226544
REP,SIN,1334000
SVO,SOF,1785859
BRS,DLM,2970319
IST,BAH,2586826
BKK,HND,4590204
DEN,ORD,1429525
TLL,KBP,1080798
STR,SAW,1802152
KBP,ATH,1485091
FRU,URC,1054486
DOH,AMM,1685277
ISB,DMM,2376305
MUC,IST,1574518
CSX,PVG,892932
SHA,MFM,1263701
LPA,CMN,959449
PVG,ICN,821467
DVO,MNL,960456
AMM,MUC,2749170
LED,HEL,300649
BRU,IAD,6263332
KRK,SVO,1347168
JNB,JED,5420026
XMN,BKK,2185001
UFA,IST,2502540
SHA,WNZ,367210
NRT,MNL,3046137
CHC,WLG,304434
PRG,VIE,278260
EVN,KBP,1547024
CCU,DOH,3749125
GVA,ZRH,230697
CGO,XMN,1180905
BLL,CPH,220843
SFO,ICN,9106147
YYZ,SVO,7488609
NCL,TFS,3229402
IST,JFK,8071960
CAN,CAI,8005322
PVG,BKK,2894394
HND,CDG,9730371
PDX,LAS,1227297
IST,NBO,4755478
BOM,BLR,832138
OSL,BGO,325894
DRS,AYT,2079320
IAD,RUH,10862173
BKK,SGN,716182
IST,ZAG,1159123
DLC,PVG,868161
REP,PVG,2692394
MFM,WUH,958603
DUS,ADB,2152111
ICN,CEB,3018905
LAX,SYD,12050713
PRG,ARN,1088439
OPO,MAD,439155
CPH,OSL,517895
SIN,CMB,2751834
CAI,MED,1026672
JNB,CPT,1270571
SZX,PVG,1231418
LHR,WAW,1474293
CDG,VIE,1038177
MFM,MNL,1153479
CPH,VIE,877399
VRN,DME,2199766
OSL,ATH,2636241
BLR,DMM,3260869
TFS,MAN,3046144
CAI,FRA,2923433
NAY,XMN,1697718
XMN,NGB,672046
BWI,MSP,1506580
BNE,WLG,2512094
VIE,FCO,778919
SAW,IKA,2002567
KBP,SAW,1057098
CMB,DOH,3610745
LIN,OTP,1327539
CKG,CNX,1441120
BLQ,CPH,1236521
PDL,TER,166427
SVO,HAM,1770907
KIX,ICN,861671
KMG,CGO,1482133
TPE,TYN,1623795
BWI,FLL,1489085
FLN,CGH,486776
CDG,ZAG,1081906
VIE,HRK,1452176
DOH,BAH,147554
BCN,OTP,1986904
JNB,ZRH,8387435
BCN,CPH,1769619
BKK,SIN,1409883
SVO,KUF,864431
HKG,IST,8022502
CAI,BCN,2910374
XMN,SHA,802067
ATH,OTP,758747
FUK,ICN,563116
KWI,SKT,2543848
DOH,OSL,4959707
TLV,OTP,1589768
NKG,KWL,1125772
DME,IAH,9553435
SVO,LHR,2516547
LIM,GRU,3476848
IST,DOK,1059373
CAI,MCT,2760028
NGB,TPE,526728
CNF,BSB,589958
BKK,AUH,4971805
GIG,EZE,1994980
DOH,TRV,3263588
BLL,ARN,679567
HKG,SIN,2555450
SVO,SXF,1601643
IST,LED,2096223
CAI,VIE,2364368
NKG,TPE,774187
GUM,KIX,2511951
SJU,FLL,1683965
MXP,ATH,1522517
ICN,CDG,8949233
DXB,SIN,5846920
DME,HER,2434082
WUH,TNA,728827
CPH,BRU,755976
CCU,SIN,2895489
SVO,CMN,4250029
LGW,NBE,1877133
IST,BSR,2052853
KMG,KWL,716838
TYN,KMG,1675780
SZX,FOC,697163
AKL,RAR,3013909
VIE,ARN,1287590
ARN,SAW,2231057
YVR,YYZ,3354789
AMM,BEY,237459
FRA,DME,2055050
CCJ,BLR,297152
ALC,BRU,1457448
RUH,CDG,4654968
AMS,SAW,2250693
HKG,KIX,2476489
WUH,TYN,785948
BOG,FLL,2450090
PER,AKL,5347928
TIA,VIE,784585
CKG,NGB,1432230
OTP,PRG,1083725
OPO,BCN,900981
GVA,ARN,1684928
SIN,CHC,8400457
SVO,ZAG,1872192
GLA,DLM,3275658
IST,CMN,3315573
BRU,CAI,3210272
CTS,KIX,1082812
DTW,CUN,2371211
NAT,GRU,2288568
ATL,ORD,974957
YHZ,YUL,806423
VKO,EVN,1795925
MUC,VIE,356345
SVX,PEK,4375316
POZ,CPH,448532
JED,CCJ,4088018
BKK,SYD,7502165
CTU,TNA,1411383
LAX,HND,8831405
AMS,VRA,7762622
TNA,ICN,822735
LAX,MNL,11756408
BKK,KUL,1214101
BRU,PEK,7966338
LED,BOJ,1926106
MAN,JED,4958501
ADB,HAM,2150820
BKK,CMB,2393119
PVG,SZX,1231418
VAR,VIE,1029540
BGY,SAW,1672199
KBP,DOK,558784
DOH,ATH,2960658
AMS,OTP,1788346
DLC,TNA,446338
SIN,COK,3204207
AUH,MED,1514246
IST,LEJ,1720840
JUB,CAI,2794970
PVG,HAN,1936910
HND,KOJ,936950
HAM,PRG,490540
MFM,ICN,2099809
PER,SIN,3895068
DPS,SIN,1668395
DME,VIE,1672457
OSL,LHR,1208051
AGP,SVO,3788083
JED,CAI,1214884
CGK,BKK,2285700
LUX,IST,2005478
FOC,KMG,1683513
NRT,CTU,3427050
VIE,DLM,1612942
ESB,VIE,1580772
MNL,CEB,565210
YYZ,PDL,4524123
CPH,WAW,667287
BKK,DEL,2947695
MCT,IST,3352958
HAK,KMG,962704
NGO,GUM,2500568
DAD,MFM,882283
AYT,BRU,2601585
MNL,GUM,2570029
MCT,AMM,2370893
ADD,JNB,4049437
GOI,BOM,422956
AYT,DRS,2079320
CMN,RUH,5304464
IST,MHD,2721446
NGO,TSN,1791827
DFW,MCO,1584796
VIE,LCA,2037694
SAW,TIA,806449
MXP,KBP,1728072
DOH,BEY,1823679
FOC,NKG,648322
CPH,BCN,1769619
BNE,CHC,2497760
SVO,LAX,9781088
NWI,ABZ,550852
IST,GVA,1916271
FRA,AMS,366430
SFO,PVG,9897913
NRT,DPS,5592303
SAW,CGN,2034148
GVA,KBP,1885405
ABZ,OSL,838056
FRA,BRU,304126
LED,SXF,1323442
PUJ,MSP,3718693
BNE,BKK,7251556
DXB,CMB,3285246
WNZ,CJU,822657
PEK,CTS,2111917
SFO,MEX,3027207
ZAG,CDG,1081906
VIE,ESB,1580772
WAW,KBP,721391
COK,DOH,3107293
VIE,MXP,657920
JNB,FRA,8658237
HAJ,BRU,399246
LED,TSE,2733177
MDW,MSP,561077
ERZ,ESB,697687
KMG,RGN,1149397
URC,XIY,2108283
VIE,KBP,1070747
SAW,BGY,1672199
DOH,ARN,4618722
OTP,DXB,3394826
AAL,OSL,352973
SVO,ATH,2242819
JNB,GRJ,1038917
MWX,PVG,603894
XIY,HRB,1934186
GIG,FLN,758232
ZAG,LHR,1371129
DOH,LCA,2029487
NNG,WUH,1086396
ARN,LLA,690893
KBP,BRU,1859949
LED,NCE,2375268
COK,CMB,504804
NGO,PEK,1875312
NRT,AKL,8806333
XMN,CKG,1273978
DXB,MAN,5662147
KUL,DPS,1961079
ATH,DME,2207252
XMN,CGO,1180905
MAN,ARN,1419454
BRE,LEJ,296588
DPS,BKK,2948175
SIN,PER,3895068
OKA,NRT,1611753
MUC,IST,1574518
GRU,DOH,11858283
KWL,NKG,1125772
CPH,FCO,1536381
CKG,SIN,3152192
SVO,DXB,3709002
BOS,MSP,1808983
MLE,CMB,777635
WUH,TPE,936525
SHA,HND,1779883
SYD,RAR,4992045
SAW,ATH,566902
MNL,BKK,2190478
SYD,PVG,7836733
SUB,CGK,691826
LJU,CPH,1052624
SIN,PER,3895068
ALG,MED,3721000
EVN,VIE,2379958
CAN,NGB,1080629
SKT,SHJ,1999775
MXP,PRG,646425
ICN,PEK,904430
MEL,SYD,705927
SKG,CPH,1841778
BEG,SVO,1728324
BRU,LIS,1718675
SAW,AMS,2250693
CTU,KMG,615112
MNL,NRT,3046137
MNL,MFM,1153479
DME,VIE,1672457
ZRH,IST,1765767
MNL,CGY,752200
AMM,AUH,2000191
ARN,FRA,1226544
SVO,TAS,2823095
AYT,BHX,3065502
IST,BEY,989228
BKK,KUL,1214101
DLC,NRT,1703610
DXB,CPH,4821317
VCE,DOH,4153543
LIS,AMS,1847468
XMN,SYX,1136961
IST,CPH,2011193
SIN,PEK,4474460
BLR,RUH,3502041
VDA,CDG,3456092
IST,MLE,6036869
CDG,AMS,398603
PVG,HNL,7927046
HND,MUC,9381360
SYX,HGH,1729105
HAJ,VIE,688607
ADA,TZX,592355
CKG,SZX,1061887
MEL,DOH,11950256
KMG,CKG,629640
BKK,SIN,1409883
HKG,SFO,11147131
MAN,AYT,3135580
IST,MUC,1574518
CKG,TNA,1262206
ICN,OKA,1255118
FOC,NKG,648322
LHR,ICN,8883997
MNL,SYD,6243045
LED,SKG,2203814
CDG,PMO,1471444
IST,AAL,2249825
SIN,FUK,4510509
BHX,NBE,2057225
IST,BUD,1046874
KWE,SHA,1507633
WUH,KMG,1275073
ORD,ATL,974957
NRT,MFM,3001250
DXB,VIE,4226079
ADB,BRU,2265266
YYZ,YVR,3354789
SYD,LAX,12050713
JFK,AMM,9234743
ARN,IST,2210778
FRA,LOS,4841121
LED,TFS,4981843
LAS,MSP,2091269
HRG,IST,1597502
NRT,ORD,10097133
SAW,HRK,1141160
KBP,FCO,1719135
AER,EVN,520121
AMM,LHR,3687627
DUR,DXB,6600769
ARN,AAL,551025
MLA,BRU,1853267
MSQ,SVO,644382
DEL,IST,4566688
KMG,TSN,2060626
WLG,BNE,2512094
KBP,TLL,1080798
BKK,KIX,4160585
DOH,BLR,3043681
BUD,OTP,618226
ARN,SKG,2157042
NBO,BRU,6551737
SIP,LED,1659745
AMS,CAI,3288720
MAD,AMS,1458979
WUH,CTU,983134
KBP,ODS,435994
DOH,CRK,7218940
ARN,FCO,2023511
RIX,BRU,1438292
SVO,FRU,2993762
BRS,TFS,2839458
BGW,CAI,1264164
XIY,TPE,1589940
FLL,SDQ,1371513
SSA,GIG,1213631
SVO,TLL,840725
JED,ISB,3580727
DOH,PHL,10938759
LGW,PDL,2497104
SZX,TNA,1609772
ARN,TLL,391965
OPO,BRU,1475075
LHR,SVO,2516547
GRU,IST,10535986
HKG,SHA,1229984
SHA,XMN,802067
NRT,DUS,9354127
ATH,VIE,1278727
PUS,PVG,801576
MNL,DMM,7460733
LHR,DXB,5504716
RUH,KRT,1803088
ORD,CPH,6873135
JNB,BKK,8993870
TUN,IST,1672221
SYD,PVG,7836733
PVG,KIX,1309380
AUH,SIN,5886513
MIA,AMS,7455974
PUS,FUK,224965
OSL,ISB,5299061
DXB,FRA,4849717
JFK,MXP,6429708
HYD,BOM,623326
CPH,NCL,911322
FUK,SIN,4510509
EZE,GRU,1720748
CTS,KIX,1082812
TPE,CTS,2711611
SAW,ERZ,1011144
MNL,ICN,2600105
AMM,FRA,3048384
MUC,MAD,1498036
SUB,SIN,1373151
BOM,JED,3524079
AKL,BKK,9548961
CGO,PVG,834029
PVG,WNZ,369878
PRG,HAM,490540
ICN,XIY,1628858
CKG,HAK,1150204
DPS,SIN,1668395
TLL,TRD,865697
HAJ,SVO,1837366
HAN,BKK,992351
SAW,MXP,1746017
DLC,XIY,1246243
RGN,NNG,1409894
HAM,VIE,768556
MNL,LHR,10781263
AMM,KRT,1820658
ARN,PEK,6709185
CPH,SIN,9968539
CUN,LGW,7988462
IST,DEL,4566688
CAI,CAN,8005322
NKG,XMN,800945
FUK,DLC,997924
LAS,OAK,655644
MXP,CDG,599276
DXB,ZRH,4773283
MXP,PRG,646425
LPA,LIS,1335681
LIN,ARN,1682739
COK,RUH,3540742
BKK,CKG,1876799
IST,OSL,2460715
CMB,MLE,777635
HNL,HND,6201581
DKR,TFN,1526356
LEJ,VIE,483286
ALA,SAW,3902126
URC,CGO,2489959
DXB,HAM,4888077
PVG,DOH,6808318
BCN,LIS,996185
MAN,MUC,1132861
SVO,SVX,1441225
NCL,NBE,2302751
IST,PRN,670315
CTS,PVG,2182329
SHE,XIY,1516490
XMN,NKG,800945
PRG,ZRH,511700
PEK,MWX,1032872
AUH,MNL,6993591
AMM,DOH,1685277
LHR,OSL,1208051
SIN,NGO,5032639
SVO,VNO,783505
LGW,PMI,1308806
ATH,HER,308617
MEL,WLG,2595625
SZX,HGH,1068845
LPA,VIE,3546648
BLQ,SAW,1526855
HEL,KBP,1171127
CDG,EVN,3418084
VIE,AMM,2449318
MUC,BRU,598431
MUC,SVO,1932630
SAN,MSP,2465773
HRG,IST,1597502
NKG,NRT,2039020
FUK,NRT,941564
CGO,URC,2489959
PRG,BUD,471640
MAA,BLR,268084
OSL,EWR,5948998
ZRH,SIN,10309662
BKK,FRA,9011038
IST,RUH,2429756
CSX,NKG,671867
PVG,OKA,791333
ICN,KIX,861671
BKK,VIE,8459372
NKG,SYD,8021952
MEL,PVG,7986028
XIY,NKG,989800
IAH,LAX,2219215
SOF,ATH,530522
DOH,ICN,7065428
DOH,VIE,3970747
SHA,TNA,733860
CPH,POZ,448532
SIN,AKL,8408297
CCJ,JED,4088018
LAS,MAN,8187015
IST,GOT,2197953
PEK,KMG,2092746
FRA,NGO,9317856
PRG,GYD,2970336
CKG,FOC,1348628
DXB,NBO,3548476
NBO,DOH,3340650
MAA,GOI,733438
HEL,IST,2167682
SIN,DPS,1668395
VCE,SVO,2099545
MAN,NBE,2160725
AMS,CPH,634987
CTS,OKA,2239744
LAX,IAH,2219215
CAN,ICN,2003385
ISB,LHR,6079947
BNE,SYD,750811
RGN,DOH,4696814
OPO,MUC,1794067
TNA,SZX,1609772
CPH,WRO,575788
SIN,RGN,1924218
BKK,MAA,2229980
JNB,IST,7430497
BCN,AMS,1240927
PVG,KWE,1548971
ICN,NRT,1259635
XIY,WNZ,1360516
PRG,KBP,1184951
LAX,MSY,2688036
DVO,MNL,960456
PER,MEL,2706038
AMM,DMM,1462951
LED,PEK,6072714
TLS,CDG,605349
IAD,CPH,6556515
SVO,VIE,1666697
BKK,IST,7513540
IST,MED,2083719
CAI,PEK,7548752
XIY,NNG,1313316
DFW,LGA,2235069
SFO,ATL,3442220
VIE,VKO,1641683
MUC,KBP,1401932
CKG,DOH,5410240
BEG,OTP,459898
CAI,BRU,3210272
MUC,LED,1744921
ESB,GZT,526640
CAI,CPH,3196748
NGB,NAY,1197553
FLL,TPA,316622
VIE,TBS,2338335
AYT,VIE,1703107
SYD,DFW,13804402
SUB,DPS,302852
OSL,BRU,1114334
ORY,SXM,6728003
DEL,DMM,2701801
ARN,LHR,1466289
IST,MRS,1960715
KBP,IST,1053643
PVG,CDG,9287130
HND,LAX,8831405
ICN,KIX,861671
OTP,TLV,1589768
JNB,SIN,8660577
ALC,BGO,2481493
MED,ESB,1837547
AYT,HAM,2456335
WUH,NGB,705646
SOF,VIE,804907
BSL,ADB,1897622
HRK,VIE,1452176
CPH,DOH,4611700
JNB,PER,8325026
BGO,ALC,2481493
VIE,BRU,927422
CPT,DUR,1278763
KMG,SHA,1926986
DFW,DTW,1587319
VIE,TSE,3891646
DOH,TUN,4116734
DEL,MAA,1753663
FRA,CPH,680919
LGW,PRN,1868395
KWI,SAW,2130865
CHC,SYD,2128968
KIX,GUM,2511951
MNL,BAH,7379716
WLG,MEL,2595625
AMM,TIP,2151531
SVX,HEL,2098010
BOM,BRU,6873050
KGF,LED,2930465
MED,DXB,1583047
VCE,IST,1425415
SIN,HND,5291818
RAR,SYD,4992045
BLQ,ZAG,399135
SAW,PRN,712626
DOK,TLV,1799698
OSL,NCE,1858318
LEJ,DME,1751630
JED,KRT,969149
ICN,HKG,2066884
TLL,VNO,532919
LAX,PVG,10435872
WUH,SIN,3431303
PEK,NRT,2139855
AKL,WLG,479503
KBP,LCA,1732712
DOH,GOI,2560899
OTP,SKG,518361
VNO,ARN,714095
AER,SVX,2084146
HKG,ICN,2066884
KIX,IST,8779781
FOC,SZX,697163
MSY,DFW,720196
ZAG,BLQ,399135
CDG,ISB,5922664
DOH,YUL,10426041
TNA,CSX,1031672
FRA,SVG,1002768
SIN,AMS,10517338
BAH,JED,1273178
LCA,MAN,3473785
IST,SIN,8670631
XMN,KMG,1536949
MSP,LAX,2470984
ICN,FSZ,1096442
AKL,MEL,2643563
HKG,DOH,6301090
FRA,JED,4131614
SIN,CTU,3234952
DMM,BOM,2501437
MAN,HRG,4148298
CAN,NAY,1840572
PNH,NNG,1274254
SHJ,SKT,1999775
PRG,TAS,4295074
OKA,PUS,1003611
CSX,CKG,663164
HKG,SYD,7371772
FCO,PRG,935105
JUB,KRT,1190053
LBA,CPH,940635
BEY,JED,1392898
TFS,BFS,3072633
PVG,CNX,2674687
DUS,NRT,9354127
MSP,DEN,1094194
ARN,PRG,1088439
DAD,ICN,2976289
DXB,IST,3009979
AYT,PRG,1976281
ZRH,LIS,1726183
FRA,BSL,281014
DMM,MNL,7460733
KWI,IST,2170996
CAN,SHA,1174357
PVG,REP,2692394
PRG,WAW,522389
PEK,ICN,904430
MEL,MNL,6290605
SYD,BNE,750811
AMM,RUH,1288738
LHR,GOT,1071407
SIN,FRA,10284601
CMN,JED,4754297
BKK,PUS,3695792
IST,ODS,623790
DXB,SIN,5846920
XMN,NAY,1697718
DTW,TPA,1581249
CPH,ZAG,1124326
SAW,TBS,1311655
VIE,KBP,1070747
DOH,BCN,4868789
LHR,OTP,2110319
ABZ,SVG,498634
FRA,LIN,512329
SVO,BEY,2466178
NCL,SVG,617130
FRA,SAW,1905059
CAI,LOS,3926823
NKG,ICN,941796
DOH,NRT,8313081
LAS,SAN,415806
CGH,SSA,1476733
BCN,ZAG,1232073
MNL,KIX,2629047
SYD,SGN,6833538
MAA,COK,517077
DMM,KWI,354513
BKK,CTS,5072461
MUC,CAI,2623322
PHL,DFW,2096441
KIN,YYZ,2866576
ICN,SGN,3555228
DMM,ISB,2376305
DOH,MAA,3287918
BLR,BOM,832138
MAN,MUC,1132861
ARN,CPH,547966
BRU,DKR,4470212
LED,FRU,3500285
RUH,AMM,1288738
BKK,HKG,1688538
